systemequipmentcode,CSIScontractID
549,18658376
2SCY,18789280
M16,10115327
3ZDE,9925147
ZOP,9323672
ZOP,10126046
103,10062508
1ZOP,9333046
125,9937694
174,24571700
ZDE,9324880
ZBC,9291510
115,5289190
ZOP,10122926
156,24577850
125,10058581
125,1358956
1AIA,487642
M14,18872711
125,10058189
124,1372737
360,18170038
1ZOP,9284121
2ZDE,19110535
191,26391310
ZOP,3477013
549,2961724
3AFH,9876805
125,25662556
ZBC,10121999
CAA,2340265
N21,9933014
3ZDE,9921712
3ACA,1199972
2AEB,18948090
156,5288803
ZOP,10119491
3AAK,1200456
M85,24965491
N21,9932619
1DJN,9185454
3BSN,4083801
2AEB,3239364
3BJL,9889135
341,18923452
181,10045304
220,18785721
2AHV,18895619
2GCQ,2975775
274,10128618
158,499442
124,10061854
158,24578316
2BSH,18885309
2AFU,4180125
5ZBC,9319967
ZOP,24733641
ZDE,24894090
ZDE,19166137
103,1392724
ZDE,9924807
299,9178269
174,24581438
549,18889751
1AIA,9205252
1EDK,484944
2GHB,3237386
2AHV,18952745
102,10067841
ZHK,9971711
1EFB,9185019
125,5272661
515,18626242
ZDE,24743316
3BJD,9912380
2AHV,18950332
3AAK,20456559
1CNE,495925
3ZBC,9919791
2AFU,3237923
ZDE,9921375
198,18662825
2SDN,18676406
3ACD,9885870
360,18169849
2AVG,18955153
156,24581159
CAA,18006369
ZOP,9306735
2AHP,3238562
CAA,2341078
125,10047887
299,8421700
1HYZ,9199976
180,3057437
1AIC,18955779
198,18983142
2ZDE,19255003
ZHK,16621949
2AVG,18887977
234,16683056
158,24580211
294,25007057
2HDK,2979616
3AFF,20457199
369,26386980
156,10053976
3ZDE,9919030
3ACD,1157566
1AHK,465259
282,3247648
ZOP,26435595
3AEC,20242750
156,22783204
2AFX,3237120
2AHJ,4181295
549,18658565
2AHP,18950488
2AHE,3240413
2AHP,18895589
1AIC,9134608
1DLD,9176209
3BSN,9887446
3AFH,1199258
156,26302071
525,9861852
ZDE,19061560
351,5290583
N21,9932825
ZOP,26433179
3CMD,1158356
ZDE,19187465
108,24525445
224,10046810
178,16068775
3AFF,9934375
530,18909116
178,3535562
1CAA,2339787
3ZOP,19254646
3ZOP,9917676
571,1402148
3AFH,4063422
115,9208869
246,8088410
1AIA,9172932
5ZOP,574213
3ACD,9846371
549,18916927
1AHK,501844
156,18923585
5ZOP,9319643
3AFF,20461653
116,18922748
3BSR,1189346
349,9814115
3BTN,4084845
ZBC,9279419
3BSS,1189568
549,2961913
ZDE,9919148
3ACD,9914380
3BSN,1188339
ZOP,10122737
108,7930043
1CNC,495396
3ACD,20241003
3ZOP,9918257
161,3479265
2BSD,4085238
3ACD,9934420
ZOP,9919148
166,10118053
234,3043866
3AEC,4066663
115,24578944
ZOP,10067131
3ABH,9930601
3ACD,9910945
220,1399724
2AFX,18887323
ZOP,24885826
2AFU,18951289
324,18783707
128,24530694
3GCI,1187154
2EBJ,NULL
ZBC,14314106
276,22208542
198,18983331
M16,24711037
ZOP,9273602
1ZOP,9163437
M16,9202073
1ZOP,9279478
161,3288205
1DLD,9173401
CAA,8040647
1CAA,9421554
156,18923396
148,9202687
ZOP,19254455
2ZDE,19104418
4CAA,9421618
CAA,26429298
2AHC,18950999
3ZOP,9919276
125,9938275
2AVG,18894217
1DIS,486316
158,24568953
3AFA,9934585
148,24613675
369,10104716
2BSH,18948472
1AIA,9209391
1AIA,9205063
ZOP,24674726
3BSJ,9911129
2AFX,4181815
296,24498830
1AIA,4181651
2AAE,3240404
1ZDE,9287502
185,9842211
148,7929142
1AIA,18950903
M16,17804349
125,25654607
108,7932725
515,16432825
156,18905457
125,1391087
2AED,3215130
CAA,18401831
ZHK,3595547
103,9861498
294,24505627
5ZSE,9324765
3ZOP,9923126
203,10118604
1AIC,502013
ZBC,24674546
2ZDE,19187661
1DAF,487484
2AFV,NULL
549,18894119
2BTF,3240918
180,3054151
125,9937734
299,25555160
369,10101948
766,18658755
CAA,2340099
2AHE,9211915
124,10051137
1AIA,18952463
ZBC,24780723
3AFH,9939693
198,18983182
ZDE,9272543
2SAF,19219392
2AFU,18893622
1DNN,4196654
3ACD,4089762
ZOP,19250668
274,10098754
2GTV,NULL
3ACD,1197294
1AIA,500068
ZOP,9922935
116,22781826
525,9861892
3ADG,9883955
3AAK,9935481
102,10067801
1DJN,489427
2AHV,18886611
CAA,18401980
CAA,2341118
2AHP,18895549
128,24531862
2AFU,18954057
CAA,10363630
ZBC,9284806
3ACA,9912916
180,18781208
3BSR,9912861
3ZOP,1196130
2ZBC,19426678
2BTK,9888762
3BSG,4084949
2SAF,18861142
115,7983765
248,1416832
2ZOP,19256814
5ZOP,9287340
560,18660859
101,19222660
1ATH,3427997
102,1392060
1EHC,9190284
CAA,24604287
161,3479700
3AFF,9903884
220,25861394
1CAA,18402120
198,18662788
ZBC,9922509
ZOP,9373052
103,9861429
156,24578892
224,1386249
166,1431263
2AHR,16703123
ZHK,24863101
CAA,621617
2AFU,18951856
401,1391751
2AHD,9207843
1AHM,498716
3ACR,1191305
ZOP,26306212
ZOP,9326334
1AIC,9211591
ZOP,24895229
115,24580395
ZOP,9358359
125,1384861
2AAC,19297817
1GBX,9134860
M09,24500108
1AHC,9213064
2ASF,18907379
2BTF,9894067
3ACR,1189493
180,18781234
1AIC,9123559
330,18663693
1EDK,483802
128,7977690
746,481961
3AIA,20211881
3BSR,9894344
360,18169998
174,24565600
548,1389481
ZOP,9301631
3AFH,9934778
103,10046750
210,2964751
212,3579551
ZHK,8251778
ZOP,9923536
ZOP,8349585
3ZOP,9919628
CAA,9421219
3BSR,1189100
1DCP,483790
219,18711940
106,5289636
198,18983397
3ACA,9845849
124,20158557
CAA,18406617
M15,25665964
1AIC,4181458
212,18659250
156,24577833
3ABC,4084986
2AFX,18954253
349,9814052
3BSN,9901518
178,16571264
2ATR,18955098
125,10071897
ZOP,10120756
220,1406846
1DAF,9172957
M16,9202090
102,9887910
601,8089026
180,16663984
3GMC,1160594
278,9208907
125,9937731
246,24545507
3AFH,1199504
1AIC,9139772
ZOP,24887383
125,5272698
M07,19047424
1AHK,487406
148,8056713
3ABK,16643688
200,1404899
ZOP,17917953
2SDI,3367955
2BJG,18885201
5ZOP,9285345
ZOP,15478053
124,10061582
1DEF,20476838
1CAA,621740
299,7969616
191,9207617
ZOP,18012434
333,18801072
333,18802068
3AFF,4044447
CAA,9421634
178,2966369
2BSH,20393438
2AEB,4071682
1ZOP,9279704
1AIA,496244
3ZDE,9924818
2AVG,18955004
364,18892440
224,5291172
285,18113762
301,18686204
174,24571634
2AID,2961935
2AFU,18957704
ZDE,19133731
ZOP,24883347
3AHL,1158775
3ACD,1160629
ZDE,9923015
2SDI,18680446
ZOP,24742855
ZOP,18803338
N21,9932579
2AED,3531551
174,7988512
548,22787305
3AFA,18953236
1DIS,9183319
2CNJ,18692515
161,18676356
ZBC,9331447
1AHK,499474
378,18787072
ZDE,19249749
1AIA,9209855
601,7963287
125,1383049
1AHC,9199785
1CAA,17757679
ZOP,24749516
401,1383676
ZBC,8484061
ZOP,9270021
3ZBC,9924949
180,16671432
N28,10110467
ZOP,15491163
103,10061858
246,24544694
1AHK,9205116
2ZBC,19104074
168,10048009
1DAH,486415
1DBV,487507
2AHP,18901423
2SBP,19267575
2AFX,18955667
103,10044938
234,3043723
1ZOP,9292001
278,9210135
ZOP,10127082
549,3343458
2AFX,18656412
ZOP,10124377
2AFX,3239078
ZOP,10123381
2SJS,18675895
2AFX,18889387
ZBC,24749488
3GYR,9915697
CAA,2340697
575,7958049
3AFF,4181653
ZDE,24885866
ZOP,14345000
ZSE,9337692
ZOP,1433119
115,24566515
ZBC,10126682
3ACA,4073047
M16,16927574
3AEC,1175251
CAA,8040080
220,25664174
102,10067795
268,17680573
1AIA,9203901
ZOP,10122382
161,3479302
275,24540059
2GAU,18755560
2AEB,18951642
178,2966784
3AEC,9902267
M16,24987564
1EHC,9184436
125,1386275
CAA,2348835
575,7941713
124,10086179
2AHV,18900534
2GHT,18900077
ZOP,9276344
115,9208906
168,22235060
148,9202756
1CAA,9422693
3BSR,9913886
549,18917494
126,18663534
299,24531825
1AIA,9183280
755,9886831
115,9206785
3ACA,4078500
766,25855123
1AIC,9208966
265,9884545
3BSN,9889925
ZOP,10120155
2ZDE,19144097
ZBC,19188416
369,10104573
1EBT,9190161
220,10078545
3BSN,1189716
3ACR,20456668
ZOP,9921910
ZDE,19133728
276,18656668
1GIL,9197269
ZDE,1433033
1EHC,9186248
2AEB,3242315
549,18659942
3GAJ,1159663
2ZOP,19141775
3AFF,4079097
CAA,9422633
549,25855317
3CMU,4089877
134,22780538
1ZDE,9163475
3ATB,9914629
CAA,19390688
CAA,8040893
1AHJ,18102790
307,2961351
180,3052946
1AIC,4037740
1AHC,9190110
3AAK,4032197
2ZBC,19187148
ZHK,24740528
3ACR,4071347
3ACA,20455723
ZOP,18062481
1EBA,488515
ZBC,24725598
1EDK,489315
191,24565933
3BSR,9913076
3AFH,9937878
1AIC,500204
2AVG,18952382
168,10062121
2SJW,3434843
N21,10112175
788,1383988
333,18801069
115,24570322
ZDE,10126793
156,7988339
294,24505630
3AEC,4059060
ZDE,24881140
156,7986716
3AAK,18957295
210,1443120
106,7934081
2SAF,3464950
3ACS,20165294
178,18852896
115,22783047
3AFU,1199593
M49,17234862
3GYA,9886695
CAA,2349230
3BSR,9913491
ZOP,19422309
362,18785297
ZDE,9943284
5ZOP,9277267
2ZDE,19187635
3AFH,9939690
1AIA,9135122
2SJS,18675898
1EBV,489236
125,25152868
2AHP,20234905
ZOP,24779918
156,24580518
156,22783373
148,9202753
2AEB,18957908
301,9171032
168,10080452
M90,17624866
3AFH,1187516
3ACA,4070425
ZOP,9284419
ZOP,24815381
5ZDE,543528
2AHV,18949064
1ZOP,9292004
ZOP,9923722
3AFF,1201156
3AEC,4071921
198,18982999
265,9884548
ZOP,24887781
124,10079727
1AHA,17818534
2AAE,3239027
1DAM,9178909
3BSR,9910451
108,7933263
ZDE,15502945
N17,9437441
5ZDE,9275393
125,10075936
3AFH,9845813
2CPQ,2960722
2BTF,9889842
289,26391285
3ZOP,9918002
1CNE,495441
3ACS,4070884
4CAA,9421764
2SBI,3464888
2AFX,3236456
3GAI,1160254
3AFF,18890155
369,25665854
3ABH,1187441
2ZBC,19255054
ZOP,24867240
503,9885445
2AEB,4032120
282,24566743
549,18900866
554,18698833
ZOP,9277761
2ZBC,19103842
3ZDE,9920719
M16,24859432
2BSH,4085097
1ZOP,9268529
1EHC,9190287
M15,9813520
198,18027129
233,24504402
1DBV,9172797
1GRU,9124856
125,10071482
2ZDE,19103748
1HAB,18789118
3AFF,4062177
401,1383490
ZOP,19126572
ZDE,19251558
ZSE,8496718
3ZOP,9925536
124,10058605
174,7989113
128,7969034
2ZBC,19427093
2AEB,3240692
2ZOP,19255214
115,9206599
2AFX,18949032
284,8631757
156,24570860
3CMU,1198826
106,5289822
115,5289147
2AVG,18884891
108,7929977
185,9842380
124,9892597
278,7982996
2ASF,3236406
ZOP,8477199
220,18787121
3CNQ,9823285
ZOP,26433113
3AEC,9895314
1DJB,4196990
161,3480115
ZDE,19249354
174,26302307
349,9814049
212,18662476
212,18659253
2GFF,18778866
125,9939729
3BSS,9906242
N02,19243767
198,3243874
1ZOP,9287965
4CAA,18401712
2SCJ,19267277
3ACD,9893198
2AED,4043452
601,7965932
115,7990031
3ACR,9939463
3ABH,1189253
2HDK,18753557
3ACR,4070766
3ZDE,9925236
341,9204330
ZOP,24750117
1CAA,9422507
2SDA,18952609
M73,26379851
360,18170001
ZOP,24893835
ZOP,24803974
1AIA,493619
3AFF,4077889
ZOP,10122568
345,18699504
1AHK,483367
ZOP,10126896
2SJW,3367538
250,7933759
3AFA,9888800
2ASF,9845834
2APC,18953721
1AHC,9168215
2ATR,18953681
2SCA,2965551
2AEB,18954264
299,7969613
1EBT,9190158
2AVG,18894151
2GDA,2960753
282,3255926
ZDE,9272537
3ACA,20235549
106,26299074
2AFX,3237478
ZOP,9920891
1GHB,9293953
3AFF,9846469
3ZOP,9919210
3ABC,9898990
ZDE,19168776
M16,8221514
3ABH,4077370
ZBC,9283813
554,18698830
2HXD,NULL
369,10112230
ZBC,19053623
125,9892613
1ZOP,543345
ZDE,10126189
265,1415897
1AIC,9183599
374,25880723
4CAA,620333
ZOP,10120759
2SID,3434669
158,22783135
CAA,2341092
1GIF,9143085
1GFC,486858
3AAK,9904140
1AIC,16698478
116,3257474
ZOP,18610552
101,24573130
3ADG,1194111
549,18660151
158,24567210
106,24524073
2ZDE,19187841
ZOP,15488750
ZOP,24674554
2FTL,18753974
3ACR,4071138
3ACA,4180037
378,18787075
2ZDE,19052055
2AHP,18901420
2GPX,NULL
746,24598425
948,7932727
581,2961310
3BSP,9893293
220,1399581
415,18686535
125,1382654
2SID,18987666
3ACR,9902709
ZDE,24778003
2ZDE,19187449
2AFX,18665091
2ZDE,19058318
1EBV,9184805
5ZSE,9285478
1CAA,9421883
1CAA,18401702
2AFX,3236871
300,9884786
1DAF,9171955
282,7983827
557,9188843
CAA,2349044
234,3403124
278,24570552
1AHC,9211647
106,7936308
5ZOP,9266218
ZOP,26328270
M16,24711489
3BTN,4085171
3AFF,9846861
ZOP,10119946
2AFU,18951461
3BSR,9912678
548,1360261
3AHL,1159568
2BTF,18885565
1AHK,9196792
2AFU,3242549
180,3056590
156,18923442
ZDE,9305982
1AIC,9204057
116,22781803
ZDE,18754270
ZOP,24743250
1ZOP,9287570
174,24566808
2SBP,19267555
1CRV,496500
3ACD,9835677
ZOP,10120152
369,10104384
1GVE,9126568
178,25866551
371,2965964
2ZDE,19104744
3GNP,9862225
156,9206928
3ACS,9837360
1AIC,9901588
106,24562762
ZOP,19254472
125,9936108
2AHV,3238137
ZHK,10571372
198,3351399
2GHJ,2970673
3ACR,4071951
2DBL,4195962
158,24580068
1GVE,9130398
3ACD,1158943
2GSK,18751027
1AHM,20235084
3BSN,1188508
3AUJ,1161018
178,2966993
333,18750687
ZOP,10126501
1AHK,9212275
3ZBC,9918019
3CAA,9870543
1BTP,500064
2CNJ,2967081
2BSH,19082704
ZOP,10122754
3ACD,4031909
2APC,18886416
FVH,19078488
1FVI,485580
180,18781214
ZOP,19256699
178,10600094
1ZDE,9287362
3ABC,9888419
2ZOP,19187308
1AIA,9209437
ZOP,8157795
2AEB,3237071
126,18663554
1AHK,9199600
ZOP,24674348
2AFU,18884992
1DLF,9178800
2AEB,18957888
168,10082679
3AAK,4038042
ZBC,24742309
3AFC,20219360
278,25557122
549,18658860
158,9209269
1DAI,9177683
2ATI,18664859
CAA,9823176
116,5284614
ZOP,10123006
1CNE,497834
3AFF,1160034
3AFH,9934758
1DBV,9189983
ZOP,9373384
541,8347437
ZOP,9943347
3ZDE,9919574
ZOP,24898601
3AEC,9842350
M08,19571848
166,1431243
1AIC,9844293
3BSR,9913156
3BSR,9911533
ZDE,9920891
1AIC,9204784
102,10050211
124,1385930
1CNE,494422
2APC,3239522
125,9936586
1AHK,500098
213,10060300
2SBI,3464865
369,10104470
1DBA,NULL
2ZDE,19186865
2BSD,18951513
2SED,3112729
3ACA,20455975
2FTL,4044742
2AFU,18951584
3AFH,4180227
1ZOP,9269963
ZOP,19159682
1HYW,NULL
156,24580495
ZOP,24800124
530,18909245
157,7966016
156,24578394
ZDE,10121423
2AHP,3236630
CAA,25184838
1CAA,16610076
ZOP,10005093
2SEA,3565243
5ZOP,9270463
ZOP,18803006
126,25855202
1AIC,18953495
3ZBC,9924156
1DJN,489015
555,10098362
3BSR,9876634
212,18661958
125,1384881
178,17814530
156,24570193
2GHY,2962065
276,3426172
3ACA,9896815
349,9814198
2AFU,3241862
278,9206534
3GAE,9847517
601,7959918
200,1404567
1ZOP,18691885
220,1392757
549,19441443
1AHK,487781
181,10059914
3ZOP,9925058
174,24565580
ZOP,10125751
234,2965080
ZDE,1433159
ZBC,19429861
3AFH,1199129
201,9838887
3BSJ,9912466
2AFU,18656448
1AHK,9204804
1CRV,491734
156,24580684
174,26302370
ZHK,17919058
3BSN,1190091
1CNP,494763
3AFF,1200263
2AFX,18953815
265,1392651
3AFH,9940669
2HDK,18704655
3BSJ,9914481
1DAI,9171294
CAA,24604619
2BSH,20393126
CAA,9421259
1AHC,9207193
1GBX,9134837
220,9837704
349,10110164
124,9841986
1AHK,501910
174,9199793
174,24572009
2SGS,18858458
2SAF,3465720
5ZOP,9323553
2CNY,18656901
2AEB,18898887
2AHV,20234703
3BSR,1189495
N21,10072928
125,10075601
1AHK,9204990
N21,9932705
2ZDE,19104269
3ZDE,9919365
201,10068490
3AFH,4044833
349,1430350
278,9208887
ZOP,24810970
2AEB,18950165
1AIA,18896966
1ZOP,9332522
CAA,24604805
358,18035928
2SAH,3465669
288,20202852
156,9205823
3BSR,9886126
3AFH,9939066
2SDI,19265660
CAA,18406322
2SEJ,3565118
3ACD,9835700
126,18657228
ZOP,10122402
2SBP,18688209
125,9938003
2BJB,4085230
548,10086361
4CAA,2339934
ZBC,24893707
3GYZ,1148177
156,22783353
ZOP,10125004
2GHR,9902684
CAA,17994879
2CMM,20248971
115,9206805
2GCA,18675844
3BSN,20457117
2GTY,NULL
2AHV,18950418
3ACD,4086204
2AAC,19301229
ZOP,19331366
ZOP,19253911
234,3403101
3ABK,1187791
M16,24710138
276,18660973
1BTP,18905301
2SFF,3565000
ZDE,9272806
3ACD,9846271
2ZOP,19141689
ZDE,10125628
2BTD,18656779
ZOP,9918604
299,7966450
3ACR,9939317
401,1391708
178,17850033
125,1384904
276,18973467
2CNJ,2967141
1ZOP,18691865
178,18076224
4CAA,621269
601,7963161
3AEB,NULL
212,22777403
ZBC,9921991
2AHR,3241010
2AID,2962015
1DPP,486455
2GFC,18951768
2DBK,2935273
CAA,14457366
198,18916885
1DAH,486541
2AFX,20455967
ZOP,9330390
102,10067755
201,9838884
158,7986415
2ZOP,19110829
1AIC,501890
ZBC,15464732
1DAM,9173001
174,24571614
156,7987569
CAA,2349336
125,10071356
3AFA,1199826
ZBC,9323269
3ABH,4059537
2ZDE,19187864
178,25224835
CAA,8039748
CAA,18401685
2AVG,18948761
125,10051190
CAA,2349728
ZHK,9331455
ZOP,24803977
1AIA,9135477
106,7933168
3BSR,9912764
234,18053003
3ZDE,9918366
1AHA,4068172
1DLI,482905
ZOP,24896792
115,24577773
3CMU,1198743
1DJN,485603
3BSR,9894387
125,9935776
191,2960770
115,7986324
1AIA,501654
2SLH,18987741
948,24526111
125,10062491
ZDE,18855927
1EHC,9186228
2AHD,2977667
N02,18820562
1AIC,9141624
116,1373033
ZBC,3587636
212,18919759
3ZOP,9919940
3ACA,4073067
ZOP,19415714
294,24500718
156,7988966
178,2966910
115,24566535
210,2963420
2AFU,18954415
2ZDE,19104475
3ACR,4062442
2SDI,18702318
168,9841652
3BSG,9904074
167,18917104
1AIA,9134664
3AFH,9934735
2AHP,18892870
ZOP,24887509
ZOP,10127168
2ASF,18955428
278,8342540
3BSP,9901454
3ACA,20505587
1CNE,4063130
116,5284634
125,10058246
ZOP,24740754
1CAA,9422673
2HDK,4084408
180,16671389
181,22194459
3AEC,18953278
1DJN,9171534
2AVG,18949989
2AED,3241888
155,3015328
3CAA,9823221
2AHJ,18891220
157,7951469
2AFU,3238825
ZSE,24776463
3ACA,9843811
1AHA,9134535
3BSH,9913121
1DJN,484976
2CNJ,18692535
115,7985932
3ZDE,19254735
1AIC,9213400
ZDE,19249729
149,18684230
148,8061230
282,18922634
5ZOP,9276749
3BTD,1188204
CAA,2340179
125,10049962
212,3575243
1AHA,20250359
ZOP,24751448
537,10099182
ZOP,9373387
234,3043766
1FFE,NULL
ZHK,19405830
1AHC,496433
CAA,18176722
125,5291095
178,3622629
ZDE,19426471
4CAA,17794500
101,24573213
ZOP,10123401
1ZDE,9275500
285,24538748
1AHK,9200078
324,18976407
334,25262635
542,19241715
158,7949080
M16,17716337
3AFH,20245666
ZDE,19254120
2APC,20456703
ZOP,10123232
174,22783002
ZOP,9372325
2AED,4063784
2AFU,18901182
124,1382764
1CAA,9422238
1DJM,9188121
174,24577648
N02,19243432
ZOP,24726954
1AHC,9207050
156,24569529
ZOP,9921996
2AHP,4066973
ZDE,19180575
ZOP,9269895
ZOP,9373324
3BSR,9894845
2HDK,18705508
ZOP,15464737
106,26299157
2AHP,18949412
ZHK,1226553
1EHC,9184977
1AIA,463486
2AVG,18948217
125,10071210
2AHP,4068055
5ZOP,9327944
2AED,3045936
3AFH,9836948
125,25654550
575,7957923
1AIC,9123041
2AHW,18885173
ZSE,15475368
404,9841069
ZOP,10127231
156,24578749
156,24579831
2AFX,18899815
3AAK,4195391
548,9892696
125,1382531
5ZOP,9311608
1CNE,496400
2SEP,3572815
1CAA,15502184
299,16600107
2AFX,3265759
125,9936838
2SAB,19219373
349,17648040
1CAA,18401642
3ABH,1189980
125,25662771
2ZOP,19254922
N21,9932642
CAA,9421508
3ZDE,9919428
CAA,620721
2AFX,18949945
3ACD,9845501
1BTP,9212259
548,10086298
3AFC,18953014
2GUT,17909438
364,18971624
ZOP,544505
2BJB,18891313
2AED,18950053
3BSP,9889131
3AAK,9819188
CAA,2348958
166,1431200
2ZOP,19142439
3BSR,9903043
ZDE,10125001
2AFX,18889118
3GNP,9863393
1DBV,9140686
198,17568524
ZOP,10126023
134,18922708
2ACB,18951652
1HYI,617725
ZBC,24749425
ZOP,9300363
166,10117967
178,2966658
2AFX,20245760
3GMC,1159701
124,10082641
1CRV,495627
220,10078877
ZOP,24684896
369,10098453
1ZOP,18691928
246,24613536
103,10076030
180,3053633
1AHK,496520
3GWH,9861236
3ZOP,9920083
3AFC,9930596
206,2961544
3AFH,9938814
530,18909202
1AIA,18897029
3AAK,20212111
2SDI,2970930
ZBC,19063029
3ABK,9906168
M16,24711200
CAA,621116
ZOP,10122837
2AEB,18950105
746,7964563
128,7932635
2AEB,4089100
174,24571551
2SEA,19267388
174,22783005
3AFF,9835168
3CMD,9835468
201,9843776
278,24814370
1FVA,9122854
ZDE,9922557
2AFX,18948345
115,24567992
212,18661789
174,9209471
1DAF,9171271
1CAA,621013
178,18864655
174,7989448
3ATB,1189926
3AFH,9930865
158,7948124
130,7933980
ZOP,10127228
1GRU,9140525
3AHL,18954492
3ACD,9837990
3BJL,9889112
299,7966513
278,7983454
1DBV,9171234
220,1391798
549,18660234
2SED,18751946
3BTN,18949133
2SBI,3465615
212,18662416
2AEB,18899972
248,16620295
2ZOP,19260770
1DAM,9181657
ZDE,9919311
3ACR,9939380
M15,9813603
1ZOP,547653
1DAM,9202905
1DJN,9181212
2GAU,18755477
1AIA,498783
219,24503431
1AIC,502139
ZOP,10121632
2AHP,18950826
3AAK,18955941
1AIA,9183134
2AED,18949864
156,7987426
366,7929835
ZHK,8326136
1ZOP,9947142
551,18702236
233,24500635
3BSG,1187841
3AIA,20212565
1AIA,499802
198,18982916
3AFH,9935505
1AIA,9180718
366,7881929
2AFU,18948318
3BSR,9911576
156,26303428
755,9885935
M16,24711406
ZOP,3384175
ZOP,9272497
2AVG,18948011
2AFU,3240800
2AFX,18955607
ZOP,10120424
2GYC,2975215
1DJN,9171159
3BSN,9905345
201,10068032
ZBC,8439796
ZHK,9971734
3AFH,9875760
1ZOP,9282057
CAA,24604161
359,1391889
3ACA,4070697
ZOP,10127417
3ACD,9884436
3ZOP,9920710
1ZOP,9273793
3AFB,3424673
181,1362058
234,17763652
ZOP,26316096
156,24569735
1CAA,9422424
3GBN,9847917
3CNQ,9870607
1CNE,9200104
3ABC,9846779
3BSN,1187844
1AIC,9206138
1AIA,5449042
125,10075853
278,7985681
2AEB,18885027
ZBC,24717543
3BSJ,17995244
2GNT,2980063
M90,11479825
156,24579018
1ZBC,9287423
1AIA,9171999
CAA,17856966
125,5290952
1AIC,9181455
1GVE,464650
ZOP,9372511
401,10069570
ZBC,8162662
1ZOP,9163414
2SKM,18677945
4CAA,621438
3ABH,1158098
2AHV,18950355
3BSJ,4181430
3AFH,9939003
1AIC,9203911
5ZSE,9323228
M17,1390290
CAA,2340428
166,25666384
ZHK,10030961
191,9209051
549,18660423
1EDK,483885
3ZOP,9925619
5ZSE,9283978
149,19265783
2BSH,20393169
156,22783290
2AEB,20457000
3GAJ,9823121
N21,10072865
3BSS,9904098
125,9937044
1AIA,4181408
106,7937244
3AFC,4077508
124,10080414
106,7936852
2AHD,18949959
3AFF,9846552
N02,14494724
549,18908546
2AEB,3236344
254,24566354
575,7945835
ZDE,24889424
ZHK,8439802
ZOP,9917594
2ZDE,19247221
156,24579552
ZOP,3036963
3ACD,1159676
3BSJ,4031115
168,9938392
2SED,3113179
158,24567183
3ACA,9843562
3AFH,1199259
ZDE,19250717
166,9843610
2AFX,18885105
542,3529125
101,9208037
769,7967055
2AAC,19297142
2AED,18889577
201,10083616
126,3253048
156,24500348
N02,19243522
125,5272514
2AHV,18949815
3AFH,9937281
1AIC,501956
174,24569376
156,5288905
ZOP,26374024
1AIC,496506
1ACE,594660
ZDE,10126699
ZOP,10119251
3BSG,1189920
2AAE,18754432
1AIA,9209380
2AVG,2962040
126,3254860
3BSR,1189284
2BTF,4086016
3AFH,4043363
CAA,9421633
3AFF,9835258
2GNF,18754017
1AIA,9846622
1AHK,9135185
102,1392628
ZOP,10123473
2SBP,18676360
125,9938191
210,2963968
1AIA,492978
2BCE,18886892
ZDE,16661377
102,9819241
1ZOP,9288269
2SLH,3367660
212,18661819
2AAC,3237863
3BSG,9913040
575,7960640
1AIC,460585
782,10046468
ZOP,19413519
1EFB,9184663
601,24529173
5ZSE,9320705
2AVG,3239111
3ACD,9875700
ZOP,9333545
148,496672
ZOP,9921507
ZOP,24815662
156,24580571
148,26306511
766,18658741
234,17784239
2ZDE,19142733
2AHJ,4031109
2AFU,3240471
2AFU,18949194
158,24567346
1AIC,9199898
2ZDE,19186580
2SBN,16706649
M16,24711169
158,24578730
1AHC,496572
2BTF,18885647
337,18753210
CAA,8039853
158,24570386
166,9841758
3ABH,4077821
282,9205100
1EDE,9140871
3BSG,4082740
1DAG,485162
352,9438025
3GDL,9862878
ZHK,8421116
3ABH,18891106
2ASF,4181990
101,18660948
369,10104755
3AFH,20457234
2BTD,18884864
125,10057790
3ZOP,9923925
1EDK,482756
124,26176073
3AFH,9934596
100,8381423
2ZDE,19187785
2BJB,18891378
1AHA,481873
1CAA,9421686
2ZBC,19106543
248,10095537
3BSN,9905346
1DAF,487405
ZOP,9920302
3AFF,4079147
530,18909248
601,24524533
2ZOP,19141529
1AHK,9204485
ZOP,10119437
ZOP,19260830
3BSG,1189565
ZOP,10391911
2AFX,18948786
130,24526450
2CNJ,2967124
1CAA,620733
3AFH,1201257
1DEB,NULL
2AFX,3242473
3AFF,9930526
220,1359351
3ZOP,9918203
ZOP,24749485
401,1383244
201,1392398
3ACR,9888042
ZOP,24740829
178,2966358
115,9210038
1AHA,9211777
200,14284650
5ZOP,9324511
M15,10115183
ZOP,10120250
3ACD,20241341
2AHJ,18888284
3ABH,9902525
115,24568039
3ACA,1201312
124,10069138
1AIA,20234507
1DJN,485586
3ACA,4071699
1AHK,500864
125,26152634
3AFH,1199030
755,9886781
2ACD,18954183
3ZDE,9918349
3ACR,1187853
2SFB,18680605
3GAJ,13975836
157,7967320
ZOP,19421594
3ACD,4071683
3AUJ,9848013
1AIA,9173253
3BSR,9910555
M73,25799802
2AED,18957234
3BSR,9913801
156,25557317
360,18171282
1AHK,502258
1AHK,493602
2ZBC,19164250
3AAK,9930621
1AIA,9203990
125,10052566
2ZOP,19062966
5ZOP,9311607
1AIA,481720
174,22783223
126,18917219
1DCP,9140675
3BSJ,9901933
280,7935717
106,7933026
ZOP,24775061
2AFX,3239041
115,9206729
2SMC,NULL
167,18660374
125,9936087
