systemequipmentcode,CSIScontractID
1AIC,9204440
1ZOP,9265549
125,9938103
3ACA,4181273
3AUJ,9848008
181,10061442
365,18682623
299,24560655
2ATG,18951567
327,4073883
401,1383518
233,24500563
2AHW,3236530
201,9838784
ZOP,19425884
3BSJ,9894009
158,7986884
2AAE,18886545
1CNP,9197503
2AFX,18893975
ZOP,9923739
354,10097814
1EHC,4197684
ZOP,2923987
ZOP,24887380
2AHV,3242405
234,18097465
1DJN,486049
3ACA,20157143
ZOP,10122064
3ABH,9914276
3ACA,4070519
592,3397210
1ZBC,25608381
CAA,9421545
1DBV,9185295
156,24569039
168,10062284
ZHR,24862795
CAA,15496539
3BSR,9934387
3ZOP,9923117
ZHK,8440305
1AIA,481748
1ZDE,9323552
ZOP,10123647
156,24570496
3AFC,4083803
126,19232277
351,5291822
CAA,8050668
3AFF,9847188
1DJM,4197017
2AEB,3241167
ZOP,9306643
CAA,2348746
ZBC,19104449
1CMC,495738
3AFH,9937850
2AHJ,18888246
168,10061826
755,10048619
2APC,18901452
2BTK,4085034
1CMC,494719
2AFU,3241372
5ZOP,9323673
3AMB,1187812
575,7961335
3ZOP,9919871
M16,17716331
1AHK,9206438
592,3395438
ZSE,24776641
2SDA,2975465
2AFX,18889063
180,3055413
2AFU,18889663
5ZDE,9324535
180,3048357
CAA,8039785
3BSR,9913434
3ZOP,9925596
CAA,8040804
ZOP,10121420
746,24614354
548,5291086
5ZDE,9288013
CAA,2340797
300,9884422
2AFU,4039355
ZBC,19063035
CAA,2340216
3BSR,4032623
2ZBC,19187199
125,5291759
2GHE,2977946
128,7948135
148,9203660
212,18661844
3ABH,4031035
156,18923679
116,26206802
3AFH,9846947
2AHP,18950457
2BJM,18885475
ZBC,19429927
1DCP,487348
ZDE,19254094
1AIC,9181008
2SHC,3465460
2AFX,18955552
2AAE,3237879
2BSH,4084192
174,24571339
2AFX,18956571
200,1359040
191,9207459
258,2985392
1AIA,465452
746,24535854
125,9936832
3AFC,18957085
2HDK,18705482
2CNS,NULL
125,10061529
148,24613314
2AHV,18951586
2BSH,18885575
115,7985111
2AHP,19390078
2ZBC,19164288
N21,9933028
ZSE,9285178
548,5292105
2CNJ,2966362
360,18170052
1EBO,9190330
3AIA,20234386
212,19408111
2ZBC,19255082
ZOP,24887629
2AED,2960609
ZOP,10120212
515,2934923
174,24579932
2AHV,3239222
191,1399983
M85,24964878
5ZOP,9324692
3AFH,9936141
167,18934144
2ZDE,19104653
3ATB,20235266
1AIC,9134702
ZOP,9372299
106,7934053
3ACD,9835519
2ZOP,18679351
2AFU,18957546
158,7951504
ZOP,19250722
3AAK,9817977
2ASF,20456881
CAA,3040492
3AMB,1190039
1AHA,496226
549,3246237
3AFC,9888839
168,9841586
2ZBC,19188198
2AHJ,18665158
2FTL,2965993
ZOP,10124248
1AIA,9204951
3BSN,9905348
246,7976396
ZOP,9273636
M16,24711194
3BSR,9912621
CAA,9824816
3AFH,20457259
1DAI,9181213
2GFH,18688131
2AAE,3237298
1AHC,498877
ZOP,9121906
3AFH,1197578
5ZOP,9284446
299,24545713
2CNJ,2966339
219,24503463
156,26208749
3AFH,1200618
2AID,18664297
2AED,3237494
3ACD,9847487
3ACR,9887360
351,9887973
1DBV,9174306
ZDE,19424885
220,10078430
2AHC,4067135
3AFF,9910846
2AHV,3241449
3ACR,1200908
126,25855293
156,9186498
2AED,4032606
ZDE,10126246
5ZDE,507701
2AHP,18950852
ZOP,7896828
ZOP,10127411
156,18897170
3AFF,20245541
1AIC,493428
3BST,18891828
1DJN,9187612
554,18698535
148,9203637
5ZOP,9276371
2AFU,3240957
210,25224772
1AIC,18952484
156,7988994
3BSH,9914498
CAA,18402034
1CAA,621611
1DAI,485933
2AFU,9901723
401,25152921
126,19232463
128,7972171
CAA,8040595
1AIC,463567
2BSH,20393137
ZOP,3587638
2AFX,4037069
2ZBC,19104311
158,9189174
1AIG,9205442
ZOP,24779646
3GBN,9837311
ZHR,8440268
116,5285582
1AHK,9210099
212,3579666
4CAA,2339945
378,2961672
2AEB,18957945
ZOP,10123020
369,19557343
3BSH,4083634
ZOP,10008167
103,22192187
1DMA,NULL
503,1423822
174,7990026
3ZDE,9918978
3BJL,9911187
503,10098100
3ZDE,9919376
174,24571963
2SLC,3565126
125,1392807
115,24570440
156,18923284
530,18909170
156,24570516
549,18660179
3AAK,1158452
ZHK,8440348
124,10082638
1DJN,484486
2AFU,18953507
2ASF,18953630
176,1431135
CAA,2340611
2AHP,4043149
157,24534227
106,5289980
ZOP,10121025
ZOP,24983776
2IAA,2962067
125,25662739
ZDE,10124789
106,7934239
3ABC,9834965
5ZOP,9324901
351,25654363
3ACD,4073334
111,10073704
1ZOP,543196
401,1383375
2APC,18904864
368,18664002
2BSH,9901571
CAA,16605101
156,24581004
364,18892325
ZOP,9326786
1ZOP,9947136
2AFX,4077816
2AFU,18886414
1GRV,9134327
3AHA,4063681
3AFH,9939055
5ZDE,9272361
1EBW,489103
180,18775729
3ACD,9903800
3AHL,4063589
1AIC,496468
549,3246635
2AFU,3239958
1ZOP,9285486
ZDE,9320709
CAA,2349164
ZOP,26316090
1AHM,493105
1BTN,502338
3AAK,4084863
180,3048566
3ACD,9910939
3ACD,4070480
3AFH,4077623
3AFH,4078619
516,18687031
3AFF,1157902
3AFH,4089505
157,24537035
220,10045944
371,2964810
156,7989993
1AHC,9204396
1AHK,9204002
5ZOP,9311373
2ZOP,19254887
198,19488768
2AFX,18901987
ZOP,24778020
1DBV,9175657
ZOP,24896726
102,1392175
299,24560698
3AFF,4252422
2AFX,18948705
2SED,18691508
3BSG,9902663
125,9937230
CAA,24603743
3ACD,4181048
ZOP,8181619
156,24581419
1AIA,9196813
3AFF,1160129
M16,8221846
1CNP,9197984
ZOP,10122021
CAA,2348749
158,9209672
3BJG,1193930
3ABH,9886476
769,25555733
2BSH,18887384
156,24570101
ZOP,10121022
174,24580931
2SJS,18676193
ZOP,26316093
515,16663851
1DAM,9173697
3ACR,4038746
2ZDE,19426530
CAA,24603740
2AHJ,3242391
2AED,2960423
746,8056828
370,18641325
2AHW,3236885
212,19407716
2AFX,18894307
5ZOP,9336597
2BTD,18656816
ZSE,24776634
3ACA,9845811
101,19222622
2SEE,3565140
3ABC,1200651
3BSR,1188647
2BTK,18885330
116,18914781
3GAE,9847791
166,1431225
M16,14155437
2SDI,19265894
360,18171264
3AAK,4079504
ZBC,19426680
174,22544665
102,5272182
246,9203854
ZOP,10119888
2AFX,18953800
3AFF,4038959
1ZOP,9276443
3ABH,9904608
2AHV,3239284
115,24568060
219,24503433
2SDN,2965936
ZOP,9923083
300,9870320
ZOP,10120701
ZOP,24583241
2GNI,18087989
1DAI,484535
2AHP,18950499
1AIC,9205811
1AHK,9137082
ZSE,24881185
CAA,9823188
ZOP,10122928
ZOP,9303405
386,4295571
125,9938184
ZHK,3989606
181,22787358
CAA,2340151
ZOP,24674496
2AFC,9903554
278,9211079
2AFX,18892973
1EDG,4089444
ZDE,19166116
549,18892464
198,18982944
156,26301986
2AFX,20463592
3BSR,9903071
101,18763625
2AHV,3242324
3AHL,20249230
1ZDE,9285492
1ZOP,9281478
ZOP,9920043
ZOP,24814742
3AFH,9934325
3BSN,9905164
276,19232355
ZOP,10127442
2SBJ,19267270
ZOP,8477141
369,19485033
2ACB,4062311
2SJW,3434576
M14,18884054
157,7950508
3GAU,1160438
3BSR,9914432
128,7933005
1DAF,9183281
CAA,7893088
3ABH,9844379
2ZBC,19255089
ZHK,14159813
2BSH,18892987
156,7986983
200,9883960
1AIA,9209004
355,24543397
327,10068043
1DAF,486404
ZOP,2909637
3ACD,20205256
2AAE,3239387
2ZDE,19187600
284,2970285
200,1404844
106,7935254
CAA,2339736
3BSR,9911624
3AFV,9886257
3BSR,9912620
515,2931879
2ASF,18889976
3AFH,9935739
CAA,8041134
1AIC,9204998
ZOP,24896817
ZOP,9919044
3ACD,16597052
ZOP,24790640
CAA,2340964
116,18924270
1AHC,487440
ZOP,10122115
2AFX,4079290
1DBV,485826
ZOP,9284965
103,10050336
ZOP,24740988
115,24579527
149,19265758
1AHK,9199658
115,7987351
3AHA,4181035
210,2962884
103,10050751
2AED,4032544
178,17777681
156,24579760
ZBC,9328707
746,487266
3AFH,4085668
101,2961002
2BJM,18885473
5ZOP,9283986
2GHT,18657575
ZBC,9327081
401,26376416
180,3047873
2AFX,18906684
1CAA,620291
3AFF,20252527
ZOP,19248589
106,5289581
180,3056532
3AFF,1160603
ZOP,24751476
3ACV,9899090
1AHA,499250
CAA,8039720
3ACR,9935306
2HDK,18705480
4CAA,9421636
299,7969578
ZDE,19254331
128,7943307
220,10092878
503,1423792
167,18969844
3BSN,1190677
364,18951310
2AHV,18950423
3AFH,1199652
1AIC,9211553
369,10104628
CAA,8040719
2AEB,4065809
3AFA,4031031
158,24569449
125,9936956
581,18662710
181,10050762
ZOP,10126443
294,24502764
3ABC,1157448
126,18917012
575,7961632
M16,24711039
260,18692549
2GBZ,19288169
369,10109062
1ZDE,9279644
1AHC,9204964
2ZDE,19255088
360,18169850
549,18917459
2AHJ,18893160
530,9419528
1CNE,494593
1DJN,482737
1AHC,9133560
2AHQ,18950512
1GDM,9141811
103,9861374
201,1388097
180,18715102
2AFU,3242491
3AAK,20245833
3CPF,1187097
180,3051099
3AFH,4062714
1AHA,9199396
148,492927
2ZOP,19141508
568,24504643
106,5289996
3ZOP,9922461
1CAA,2341180
3ATB,4083863
548,1406758
1DBV,484432
1HYB,3557107
1DJN,484961
1AHA,496439
181,1392528
3BSR,9912623
174,7990054
ZDE,10125235
ZDE,9921168
125,25465762
198,18983130
148,9203624
3ACR,9899030
M73,17590264
125,22138081
2ASF,3994112
1DAI,9171631
CAA,24604926
224,5290626
ZDE,10126755
2AFX,4077295
168,10062063
2GFE,3239913
3ABH,9930705
3AFF,18957193
1GRU,9124911
200,26209845
3AFH,1188875
278,8342548
ZOP,15469757
2GHT,18657578
2GCA,2976426
ZDE,26396616
ZDE,19140706
3BSP,1187410
2ZBC,19426945
157,7968195
1AIC,4068084
116,18939670
3ABK,9887434
157,7951902
174,22783093
1AIC,9213362
ZOP,24609630
CAA,2340549
ZOP,15500554
2AAE,3240386
2AAE,3241614
3ZOP,9925687
ZHR,24862797
ZOP,24816737
2AFX,3238439
3AAK,4195419
3ACA,4073012
1CAA,620288
3ACA,4071784
3ZBC,1196086
3ABH,9893141
ZOP,10125444
1ZOP,9279669
3BJL,9896296
ZOP,10121697
1AIC,487285
351,10061977
2SDN,19267533
369,25665909
3CAA,1185583
166,10118032
161,3479848
1CNC,496002
103,10050333
1AHK,9183322
2AEB,4071737
2AFU,3239869
125,25654618
156,7989210
156,26301800
3AFH,1201049
ZOP,9285383
125,9935771
1AIC,492907
1EHC,20476698
125,1360153
554,18701115
3AEC,9861326
125,1384733
CAA,18402032
1ACH,577825
2BTK,18886744
3AFF,9835233
1AIA,20234489
125,10075576
156,24570500
101,24573304
ZSE,9324464
1AIC,9122505
2AAE,3240801
299,7959923
3AFC,17605803
549,22184390
334,22176377
1AHM,4062776
2GFH,18688191
3ACA,4072199
126,18915598
1AHA,4031934
3AFH,4181543
1AHC,9133563
3ACR,18955895
2AFX,18893969
200,1415913
2BSH,20393078
1AIA,501639
M16,17046780
5ZOP,544195
3BSN,9904165
1DJN,9177805
3AFF,9934354
2AFX,16701491
234,16648334
1AHK,489545
ZOP,10122301
3ABH,9844382
1AIA,18897034
CAA,24603741
ZOP,8176074
3ZDE,9924365
2AFX,18887311
1AHK,4038937
102,25661650
5ZBC,9329653
ZHR,8440248
2ZBC,19426812
ZHK,24800528
ZDE,9922053
1AIG,9212455
2SCA,18776764
125,1384712
2AHP,18895724
125,10049793
3ZDE,9919104
ZSE,24776684
ZOP,24750051
2GAU,18755494
3BSR,1188459
ZOP,10126332
ZDE,19254114
125,1392787
ZOP,9943321
156,24578734
296,24504357
1AIC,9180905
1ACE,9139719
3ZOP,9918749
3ADG,9885300
369,10109221
161,3479757
369,10112238
2AFX,3239006
409,9178011
549,18662492
3AFH,9846512
156,7986956
1AHK,9197198
1CNE,9199303
3GNP,9835326
115,24570812
554,3215273
ZDE,19104548
282,24570318
125,1382485
3AEC,4059100
1AHC,488495
1AHK,9124964
788,10118589
M16,24585206
2SBH,19238390
2AFX,3236779
378,18787289
ZBC,24887842
2AEB,3241645
1AHK,501503
254,9886356
ZBC,9274908
1CNE,496638
1CNE,495433
1AIA,9211672
1AHC,17571112
3BTD,4059627
2ZDE,19187335
3AFF,9846853
106,7934989
CAA,2340133
ZHK,8499097
1CNC,493301
2ASA,2976752
ZOP,24742789
1AIA,18905172
ZBC,3559318
2SJW,18692584
3ACA,1199840
782,1392026
171,2994902
2APC,20212498
156,7988161
3ABC,4079564
158,24534669
327,9910950
2AHV,18895754
156,7988951
3AFC,18957168
2AFX,18951954
2AFX,18656423
4CAA,9422691
2AVG,18954626
2ZOP,19255013
3AFF,9841818
220,25861113
1AIA,9135445
511,25550774
276,18944974
1AHA,9356283
2GFH,18688151
2AFX,18956989
1AHC,20455631
198,18984215
299,18627756
161,14114812
1AIA,9204931
M16,24711529
3BSJ,9911656
2BTK,4086863
3AHL,18954495
ZBC,19159657
2BCE,18948162
2CNA,2962701
ZOP,9373172
178,25778459
254,501105
CAA,621760
178,2966718
N02,8059179
1AHK,461317
CAA,2341152
548,1390591
ZOP,9921243
2APC,18955040
3CAA,1146369
1DBV,487997
156,24579424
2SLH,3435010
181,9888235
2AFX,18665099
1EDE,3994051
200,1404573
2AHP,4089930
1CRV,4062637
CAA,8040907
3ACS,4070792
ZOP,10119983
3BSR,9901572
234,3043734
2BTK,18953009
2AVG,18893690
M16,8221760
2BSD,18891315
2AVG,18951792
1HXU,489415
128,7929907
124,10080494
ZOP,8321009
233,24500480
3BSS,9906311
364,18892451
ZBC,19188459
1AIC,9122571
ZDE,24740373
125,9937167
3BSR,9895014
1AHC,9213573
2CNJ,2967089
M09,9374724
3AFC,9934956
3ZOP,9916522
191,22780558
ZOP,8477130
2AEB,4242367
180,18781222
101,9208065
181,22787238
1AIA,9210467
M16,17645285
1DAH,486387
299,7961592
299,24530708
2AFX,18886796
278,24566470
2AED,16603944
401,17839304
CAA,18176487
210,2965032
CAA,24604221
1DJN,486132
299,7969229
3ACA,4083961
ZDE,9320337
191,26205339
180,11724281
3AFH,9939679
1ZDE,9270090
1AHK,9136949
234,3043545
M85,24965545
CAA,24604427
ZBC,9324480
2AAC,3432323
125,9937748
3ACD,4181028
3ZDE,9919290
156,14471272
CAA,18406339
3ACD,20498732
ZOP,10124626
106,7935988
2SJW,3432367
1GIL,9197100
125,10075369
3AHD,1188319
1BTP,9212167
299,24769345
2CNJ,2966276
2BSD,3239091
3ACD,4073437
ZOP,9921054
178,25224852
2BJM,18955250
2SJW,3551342
148,9203574
ZOP,8051074
156,7987537
ZBC,19057728
1CAA,621674
1AIA,9196398
ZDE,19046924
2CLB,18707396
156,25465519
548,9887961
1GVE,9130561
233,24500477
2ZDE,19103737
2ZDE,19256738
1ZOP,18691882
M33,9152266
ZOP,9923656
1CAA,9422235
3AFF,1200730
156,22780656
401,17753791
1AIA,501808
174,26302344
299,7964380
1AHK,463919
180,3047627
755,1362190
3ZOP,9919957
2AFX,18954367
575,7943247
2AFX,4078546
2AFU,18956816
3AEC,9913768
124,25662720
5ZOP,9272292
549,18657225
128,7959622
3CNM,1160004
2AHV,3236892
106,7935175
299,7961589
549,18660265
1DAF,9180709
5ZDE,9269971
3ABK,1188197
2AHV,20235519
2AAC,3368141
354,1423573
ZOP,24686496
369,10109035
2SAB,3113427
ZOP,24674594
ZDE,19255136
156,24579630
106,5289419
1DBV,487791
3AFN,4181666
1DAM,9181626
3AFH,9890047
158,24566594
180,16677454
1AIC,488559
3ABH,1189052
3ACD,9846050
ZOP,24733506
3CPF,9935048
1CNE,9196890
ZOP,24751445
1AIC,492950
1AIA,500600
2AFX,3236985
ZOP,10121191
2BTF,18885287
156,24581024
3AFH,20240723
156,18923264
1AHK,9210995
2ZOP,19254827
CAA,24604616
409,7967082
3ACR,4070880
3AFF,1160524
2BJM,18885452
167,18913437
ZOP,10123418
ZOP,24881804
1ZOP,9332519
3GAW,9845569
ZOP,10122399
134,5286469
ZDE,9921240
CAA,9421256
1ZDE,9337893
ZHK,9971843
161,18046064
N21,19568841
128,24563005
548,10061898
2ZBC,19187159
755,10073262
166,9861282
3ABK,9902515
180,3056910
1CAA,9422441
2SED,3113078
1GAY,NULL
198,18983010
548,10083664
ZDE,19256736
278,7985054
299,24545733
2AFX,3238193
2BTK,18885830
3ZDE,9924620
212,3578727
168,10061740
3AFF,4084542
3BSR,9894828
549,18917422
571,16675901
2ZBC,19427207
2AFU,3240831
116,18924088
2AHD,3241030
115,24578575
3ACG,9911811
1ZOP,9273684
5ZSE,9319950
1AIC,9212724
1DLD,9176341
276,18656705
156,7989764
101,19222569
ZBC,10347549
178,3592596
1CAA,9420964
2BJB,18891662
1AIA,9135402
575,7964349
3BSG,1189281
158,24571088
2AFX,18893497
ZSE,24776621
103,1402385
181,10062338
2SKP,3432094
3AFH,4066279
2SJW,18692916
181,22788277
548,10062459
2AED,4059659
ZDE,19104508
168,1382842
2AEB,3241187
ZOP,24779998
3AFF,18956782
2AAC,19345574
ZDE,9921306
2ZDE,19255072
278,9210401
1DJN,9186985
ZOP,9320586
ZBC,19249770
149,25855763
1CNC,495986
125,9937997
ZDE,10124560
ZOP,18699073
178,26397762
ZBC,19422599
3BSR,9933242
2AHP,18950454
201,9888336
ZOP,8157898
106,7932825
3ACD,4085800
3ACR,4071816
CAA,2340196
3ACD,9900222
2BCE,18899091
234,3403195
2CNY,18665213
282,18897261
1AIA,465472
3ZOP,9925012
3ZOP,9919914
2AFX,18954324
3ABH,4059525
1DAM,486412
1CAA,9422192
549,19441348
1CMC,496362
ZOP,26432589
3BSR,9913391
327,4076050
1AIC,16675784
2AFX,3241356
200,1404613
156,24577884
289,18659870
2ZOP,19249623
1DBV,485813
3AFF,9835635
1AHC,9206165
246,24613524
549,18660222
1EDD,490691
ZHK,24862815
CAA,18762869
ZBC,24950939
ZSE,9289801
ZOP,19140323
1AIA,16637357
3BSN,9898192
103,9861361
ZHK,19047185
174,5288913
ZOP,10121440
592,14307733
ZDE,18823063
549,18916964
CAA,2349330
280,7931072
212,18661824
1ZOP,9292104
CAA,621488
CAA,24604573
3ABC,9835194
549,3243701
ZHR,8440082
1AHK,499943
CAA,26429309
5ZDE,15489344
1CNE,9196933
3GAI,1158757
N30,11470197
2APC,3240612
2AHE,2961974
524,5272910
ZHK,9971989
2BJJ,4043125
2ZBC,19164245
2SEA,3565197
ZHK,8439515
ZOP,8287630
220,18784550
1AIA,483434
2BSH,18893003
ZDE,9324499
220,10092891
115,24568857
3BSP,9905473
198,18982864
ZOP,9269889
1CAA,9421777
ZOP,10119628
2AFX,18953909
2SDN,18688279
2AEB,4072177
549,18660411
1DCP,486097
2AFX,4083435
CAA,25827882
1AIC,4042909
ZBC,19103802
103,10061601
ZOP,24751614
1EBI,9184623
1AIC,9205107
2AFU,18953739
369,17762763
3DPF,NULL
3AFH,9875772
174,24571734
1AHK,493677
530,3575308
330,3353406
2SBE,3112949
178,2966864
M90,3145371
1ZBC,541583
N02,18722658
549,18659807
ZOP,9920994
ZOP,10126183
2HDK,18705525
2ZBC,19106538
1ZDE,9310840
3ACA,4043901
3ZDE,9919748
2ZOP,19255285
185,10128098
1DBV,496467
3AFH,1199035
3GBN,9845678
3BSR,9894871
191,9211203
1AIC,9140241
ZOP,25666571
233,24500623
3ABH,9902520
3ACD,1160494
1AHK,482442
3ACD,9844281
ZOP,15482192
125,10071396
1DNH,9172038
2ZOP,19142427
581,3575486
156,26303416
2AHP,20250162
1ZOP,9275350
191,22776456
3ACR,1191376
CAA,8039765
CAA,9421714
ZHK,3988960
ZOP,24674448
3GBN,9847905
124,9839069
2AFX,20439934
1AIA,9209113
365,2961726
N21,9933048
551,8328268
1EBA,9185412
125,9937001
3ATB,9903339
1AIC,9184274
769,7971225
ZDE,19184983
156,24581170
1EDK,483873
746,24560391
ZOP,19254177
1AIA,17802066
148,24614894
ZDE,9324914
2ZOP,19058251
1FVH,9304865
ZOP,3145558
2ZDE,19104696
1GRU,9124927
116,18924257
3ACA,3993957
161,16895401
2BTK,9902035
2SLC,3565129
5ZSE,9324839
2BTF,18885433
4CAA,621403
2AHV,3236640
148,8057783
212,3580891
2AED,9903092
3AFH,9939035
2AFX,4077796
503,1423802
1AHK,9204583
2BJB,4059668
3AEC,9837083
401,1383541
2AHV,18957457
103,10062391
2AHJ,18888266
3BSR,1188021
158,9189194
2AHJ,18888289
3ACA,4070496
1DJN,9393096
548,22787379
341,24565743
601,9174307
158,9188925
2AAE,3425072
1AIC,496448
3GMC,1157442
125,9892713
3ACD,9903820
327,10093792
174,24578684
2AFX,3236925
3ACS,20212103
1AHK,487663
ZBC,24893753
156,18923327
3BSP,9905284
149,19265771
CAA,25184835
180,18872225
180,3055247
ZOP,9372319
3ZDE,9924869
206,18659825
ZOP,26432798
3ZOP,9918105
125,9940851
156,24578090
299,24560678
124,1382718
156,7987600
2AHV,3239242
3BSS,4084206
746,7978474
125,9941243
115,24579325
ZDE,24882116
3ZOP,9920100
1AIC,20252856
3ACA,9913013
124,10052628
125,10045402
3BJG,18886341
3CAA,9870222
2AFU,3265763
166,10117981
2AFX,3238130
125,25465891
1DNH,20476343
1ZSE,9287465
3BSR,20455777
284,17934389
2BTF,4084677
M17,17623961
102,1392593
1AIC,500255
158,24570089
ZSE,3557348
2AVG,3238283
101,18660037
3ACR,1187755
168,1383031
125,9936998
102,1387950
ZDE,10126289
ZBC,8349898
ZDE,19180529
CAA,8039762
782,10049699
3ACD,1157577
1DJN,485880
3AAK,9930523
157,7968812
2AVG,18887779
3ACA,1201214
157,7943863
2AED,18950070
1GIL,9197558
530,18909127
125,10071164
156,22784028
2ZOP,19255076
2AAC,19297107
3AFH,18957128
ZOP,24882428
2AAA,3432230
3BSR,1193932
1AHK,9136886
234,3140296
ZOP,10127185
1GVE,9124441
301,19109211
3AFH,20516778
5ZSE,9324842
128,7969111
3AFF,20455668
1EDK,489386
3AFF,9883876
401,25152901
282,9209443
156,7986787
2GNQ,2975540
3ACR,20241995
3BSG,9887469
CAA,620761
1AIA,4068060
115,24578618
124,10079641
2ZOP,19256656
2AFX,3265850
3AFA,4089558
5ZOP,15468694
115,7985941
ZOP,10122771
2AAE,18890060
161,25224559
289,3243721
CAA,8041136
548,20194644
3ACA,20249082
3CMU,9934944
181,1360151
316,1387604
ZSE,9324760
3AEC,9902201
166,1431237
156,7989535
2AFX,3238422
1AHA,9180909
2AFU,18949534
1AIH,9205354
1AHK,481898
2ZBC,19427227
1DAH,9176294
ZDE,9923304
525,9861883
282,18922817
3ACS,4070769
3ZOP,9925659
2ATI,19412125
2ZOP,19255036
ZDE,19254343
234,3043711
116,22781772
1AIC,493179
1AHK,9189976
248,1417779
174,24569381
125,1390537
1AHA,463783
ZOP,8194835
1CNC,9197134
3BSJ,9911679
3ABH,9892384
ZOP,10122562
2GFH,18688174
2AHJ,3237794
ZDE,10122628
1AIA,9135422
294,24500666
174,25557451
115,24568170
1AIA,9204908
1AHA,9846621
220,18786442
ZOP,10126953
2ZBC,19051762
503,10360939
2BJB,4086037
1AIC,9206959
1CNP,9198024
1DJN,9172687
126,18920035
198,18984238
2AVG,18954603
3BSR,4062716
362,10094917
115,9209024
3AAK,1200553
788,1431344
180,3048606
284,8631751
516,3216733
180,16607198
2AEB,9903101
2APC,3241508
115,7987982
CAA,2340548
106,5289439
115,24674095
1CAA,16623598
ZOP,19159676
180,3052247
CAA,24604198
1AHC,9207164
1CNE,20231698
ZOP,24609788
220,10078573
2BJG,18955119
2AED,3240285
ZDE,19426448
103,9861441
1AHK,501689
575,22176084
3BSR,9912349
M16,24710945
5ZOP,9276537
2AFU,4281862
3BST,20457263
157,7951019
148,9203803
1AHC,9204937
ZDE,19099805
M16,16797856
2SHC,2962344
ZDE,24740396
2SIK,19267334
288,9884278
ZBC,3405318
ZOP,19421556
516,3479907
2ZDE,19187687
156,26428840
181,5290570
3AFH,1199370
178,17594788
101,9208042
3BSH,9911126
1AIC,499027
1ZOP,9301633
3BSR,9894994
ZOP,10124397
5ZOP,9310832
ZOP,8474488
3ZDE,9924846
351,9888139
ZDE,19424221
198,18983239
5ZDE,9324286
359,1391961
N21,9932650
3AFH,9905404
ZBC,24740918
301,17976072
1AHK,493013
3ZDE,9922227
1AHK,9181692
128,7974524
2SCB,2965678
1CAA,9421462
3ABH,1183041
2AFU,3237167
2SBI,3465228
ZOP,8051034
ZOP,24887486
ZOP,10122170
181,1392222
ZOP,9372548
240,2960732
2BTF,18953256
1ZOP,9124201
265,9884596
156,24578757
5ZOP,9328771
156,24579839
2APC,18658112
2AED,18957664
ZOP,9918993
3CAA,1185264
3ACC,9835486
115,5289159
3AFH,9938680
2ZDE,19104716
2AAC,19297021
3GYA,9886683
ZDE,10127016
2CNJ,2966299
ZOP,25666654
1GVE,9134411
1DJN,9180702
1GRU,464715
3AFH,9934604
274,9835348
157,24530835
ZBC,19429864
1CAA,620864
2AEB,18888814
N02,19243424
2AHP,18897722
3BSS,9906268
3AHL,9930620
339,1187075
148,9203597
ZOP,10126956
5ZOP,9333411
125,9936769
2AFX,3237008
555,10098359
292,24504857
2AVG,18952190
125,10050958
178,17843787
ZOP,9922033
ZOP,9272740
2BSH,20393489
1AHK,9209747
CAA,18176510
M16,25007724
ZOP,24886092
2BSA,2975709
128,7933568
106,7930492
ZOP,9286603
2AHD,9211825
282,2961434
2ZOP,19255242
2GFH,18688171
ZOP,9330178
5ZOP,9286006
1AIC,487311
ZOP,19098929
1AIA,465515
548,10086306
3GYA,9883248
125,10050145
2AFU,3240602
2SBI,3465231
148,24616371
3ZBC,9924339
3HXU,1195941
201,9838890
158,24569611
ZHK,8170101
200,1404593
2ZDE,19061782
2ASF,18893026
103,1359809
3ABK,9906176
2AVG,3236597
2AEB,3236776
2AFX,3240835
272,26367787
1AHK,9182900
ZOP,2911833
3ZOP,9917707
3AAK,4043263
CAA,2340153
2AIB,18948354
1DAM,9181649
2SLJ,14152256
2ZBC,19427041
364,18892285
125,1384878
1HBX,494783
3AIA,20250476
158,22783372
3BSG,9904097
ZOP,15469746
1DJM,20470625
125,25465742
CAA,9884893
2AFU,3240808
3BSN,1187681
5ZOP,9269856
ZDE,9292700
125,10046129
3GAE,9847520
3AFF,20212620
2ZOP,19062974
CAA,25827862
3ACD,20241472
2AAC,18884765
3ACD,9894042
174,9199790
1EHC,9184451
124,9892594
560,18660842
2AAG,NULL
ZOP,9285395
ZOP,10119568
ZDE,25872908
174,26302367
ZDE,25885500
1DNH,4196927
282,24566511
ZBC,9919790
337,18718532
274,10083096
1AHC,9213155
ZOP,8653460
212,18661781
ZDE,24882720
2SJS,18981880
1CNE,9200096
1ZOP,9333515
1DAM,9180647
1AHK,9172286
178,17908739
ZOP,10122376
ZOP,24674365
3ACS,4085087
369,10109264
289,3244677
180,2964948
1AHK,9212366
158,24578894
1AIC,9196408
102,1392819
1ZDE,541414
ZHK,8440225
1AIC,482482
1FBM,NULL
ZOP,9372362
1AIA,9172007
156,24581253
3BSR,1188688
ZOP,10126767
282,18661395
278,24571070
2SEJ,2962563
1AIA,482246
549,18915610
ZOP,10125748
3CMD,1157995
2ZBC,19187136
2AAD,18753102
3AFH,9937286
2AAA,3432253
1AHC,18100577
234,14390094
530,18909210
3AFH,20248572
134,5284594
101,3485373
ZOP,9270121
174,7986946
2AFX,18893454
2AFU,18948326
3AFC,1187714
327,9843545
3ACS,20244818
SDR ,26347162
268,3408580
